time,open_call,high_call,low_call,close_call,volume_call,open_put,high_put,low_put,close_put,volume_put,combined_premium,combined_volume
20251231  15:16:00,2.4,2.85,2.35,2.6,782,11.4,11.4,9.9,10.8,25,13.4,807
20251231  15:17:00,2.6,2.8,2.45,2.6,278,10.6,11.0,10.2,10.5,34,13.1,312
20251231  15:18:00,2.55,2.7,2.35,2.5,224,10.5,11.0,10.2,10.5,137,13.0,361
20251231  15:19:00,2.55,2.65,2.35,2.35,178,10.5,10.6,9.8,10.1,26,12.45,204
20251231  15:20:00,2.3,2.3,1.55,1.55,732,11.0,13.5,11.0,12.9,131,14.450000000000001,863
20251231  15:21:00,1.55,1.6,1.25,1.3,462,13.7,15.0,13.5,14.9,87,16.2,549
20251231  15:22:00,1.3,1.35,1.15,1.2,293,14.7,15.3,14.6,15.3,58,16.5,351
20251231  15:23:00,1.2,1.45,1.2,1.3,610,14.9,14.9,13.7,14.7,30,16.0,640
20251231  15:24:00,1.25,1.45,1.25,1.4,91,14.5,14.8,14.3,14.3,46,15.700000000000001,137
20251231  15:25:00,1.35,1.5,1.3,1.3,560,14.2,14.7,13.6,14.2,11,15.5,571
20251231  15:26:00,1.35,1.4,1.3,1.35,94,14.1,14.4,13.8,14.0,19,15.35,113
20251231  15:27:00,1.35,1.35,1.0,1.05,273,13.9,16.2,13.9,16.0,58,17.05,331
20251231  15:28:00,1.05,1.15,0.9,0.9,259,16.2,16.7,15.6,16.7,22,17.599999999999998,281
20251231  15:29:00,1.0,1.0,0.8,0.95,455,16.9,17.6,15.9,16.4,43,17.349999999999998,498
20251231  15:30:00,0.9,1.15,0.8,1.15,516,16.8,17.8,14.4,14.4,32,15.55,548
20251231  15:31:00,1.15,1.3,1.1,1.25,392,14.3,14.3,13.4,13.9,9,15.15,401
20251231  15:32:00,1.25,1.85,1.2,1.6,960,12.8,12.8,9.7,10.7,38,12.299999999999999,998
20251231  15:33:00,1.6,1.6,1.2,1.35,228,10.6,12.2,10.6,11.7,13,13.049999999999999,241
20251231  15:34:00,1.3,1.65,1.3,1.55,678,11.7,12.0,10.8,11.0,32,12.55,710
20251231  15:35:00,1.55,1.95,1.45,1.85,483,10.8,11.0,9.5,9.5,11,11.35,494
20251231  15:36:00,1.85,1.95,1.65,1.95,685,9.2,10.0,8.8,9.2,21,11.149999999999999,706
20251231  15:37:00,1.95,2.3,1.95,1.95,914,8.2,8.4,7.8,8.4,46,10.35,960
20251231  15:38:00,2.0,2.05,1.1,1.2,609,8.3,11.4,8.3,10.8,37,12.0,646
20251231  15:39:00,1.2,1.45,1.0,1.0,184,10.9,11.6,10.0,11.6,44,12.6,228
20251231  15:40:00,1.05,1.05,0.75,0.9,525,11.7,12.6,11.3,12.6,16,13.5,541
20251231  15:41:00,0.85,1.25,0.8,1.0,339,11.6,11.6,10.0,11.5,36,12.5,375
20251231  15:42:00,1.0,1.15,0.9,1.15,261,11.5,11.5,11.5,11.5,0,12.65,261
20251231  15:43:00,1.1,1.2,0.95,1.15,182,10.4,10.4,10.4,10.4,2,11.55,184
20251231  15:44:00,1.1,1.35,1.1,1.25,279,9.8,9.9,9.4,9.4,26,10.65,305
20251231  15:45:00,1.25,1.4,1.1,1.1,530,9.1,10.4,9.1,10.4,19,11.5,549
20251231  15:46:00,1.1,1.15,0.85,0.85,450,10.4,11.6,10.4,11.6,11,12.45,461
20251231  15:47:00,0.85,0.9,0.55,0.6,339,12.0,12.8,11.4,12.5,16,13.1,355
20251231  15:48:00,0.6,0.7,0.4,0.45,393,13.0,13.0,12.2,12.2,3,12.649999999999999,396
20251231  15:49:00,0.4,0.5,0.35,0.4,377,13.6,15.1,13.4,15.1,15,15.5,392
20251231  15:50:00,0.35,0.55,0.25,0.25,527,15.3,16.4,13.8,15.6,29,15.85,556
20251231  15:51:00,0.25,0.3,0.1,0.1,190,16.0,17.0,15.8,16.8,22,16.900000000000002,212
20251231  15:52:00,0.1,0.15,0.1,0.15,17,16.8,16.8,16.8,16.8,0,16.95,17
